B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	0.158438249892	0.230183906608	0.130820004174	0.197498692097	0.143726861632	0.139332285598
average.B	0.157758468538	0.221998192665	0.13008227329	0.206772391893	0.144412945093	0.138975728522
average.C	0.205208532818	0.0390160519245	0.187178210948	0.0	0.30090705695	0.267690147359
average.D	0.205240456894	0.027833671386	0.189549573067	0.0	0.306120342669	0.271255955984
average.E	0.182841848471	0.111894919931	0.215506650576	0.0	0.246898235893	0.242858345128
average.F	0.129610346687	0.186178069973	0.28962409599	0.0817648117755	0.141798400307	0.171024275267
average.G	0.0968057520032	0.23483595779	0.0707742273597	0.469793285179	0.0634215771476	0.0643692005213
average.H	0.122393572088	0.298711753309	0.0632856708113	0.342650603937	0.0881016188223	0.0848567810327
average.I	0.125302314679	0.300034841626	0.0610975484159	0.335000905637	0.091736082567	0.0868283070749
average.J	0.217227941032	0.0	0.170868816646	0.0	0.326297583035	0.285605659287
average.K	0.20026619413	0.0	0.223360194337	0.0	0.292322761705	0.284050849828
average.L	0.204983563535	0.0425488210734	0.175467628189	0.0	0.304358404171	0.272641583032
stdev.A	0.102894702758	0.168821109489	0.111919452224	0.181089600701	0.225568161318	0.209706973511
stdev.B	0.098220253802	0.359876683822	0.0818427123713	0.25252090668	0.104875565001	0.102663878323
stdev.C	0.308126834107	0.0569319741038	0.153621022962	0.0	0.319681772972	0.161638395855
stdev.D	0.147798762458	0.04348531433	0.124537575896	0.0	0.317499858368	0.366678488949
stdev.E	0.0847587343714	0.231463564889	0.14291730764	0.0	0.342919694722	0.197940698378
stdev.F	0.368564870482	0.213076550517	0.220440751222	0.0867306131232	0.037942363927	0.0732448507288
stdev.G	0.244426154308	0.0179634500518	0.0954195829388	0.0927560176532	0.317144086157	0.232290708891
stdev.H	0.0954281091832	0.0738105795654	0.137871797253	0.352757524851	0.129109079085	0.211022910063
stdev.I	0.14886846108	0.128586491946	0.0658193173557	0.247539237668	0.22101630433	0.188170187621
stdev.J	0.214995839626	0.0	0.112033048952	0.0	0.293939800971	0.379031310451
stdev.K	0.117316633412	0.0	0.116493818286	0.0	0.323640055682	0.442549492619
stdev.L	0.0591463242973	0.0676263586194	0.122291203182	0.0	0.169525199459	0.581410914443
