Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
Mix_1	0.00136069863001234	0.00149548473997297	0.00181174059020494	0.00127779851308554	0.00125719855110712	0.0044520017771235
Mix_2	0.00143266385105343	0.00108571975164961	0.0010511575198249	0.000868911032746701	0.00061835693445098	0.000261666927339284
Mix_3	0	0.000834429095513409	0.000669840439246843	0.000195703021787942	0.00031947577485598	0
Mix_4	0.000147177231330746	0.00103870633335281	0.000941102312691099	0.000350408794761479	0.000348718235643276	0
Mix_5	0.00109021618018783	0.00025382934766171	9.52812579922927e-05	0.000140988159271248	0	0
Mix_6	0.00163822383466233	0.000641692874643775	0.000610363821117491	0.000918653867036316	0.00085915748919819	0.00500500168493685
Mix_7	9.70201606760451e-05	0.000596919401484488	9.81511512198934e-05	0.000118051859950825	0.000155105067140114	0
Mix_8	0.00135431763454503	0.000629781740738611	3.64952820417808e-05	0.00072904852926377	0.000685162747742675	0.000323507364008507
Mix_9	0.000870943301895186	0.00077670151681242	0.000590664083678441	0.00048552796229726	0.000350390387626501	0
Mix_10	0.00116037638481649	0.000111621986894726	0	0.000302571782795054	0.00017074602102886	0.000201221723482515
Mix_11	0.000825081543522781	0.0012243605229924	0.0010962683402992	0.000710426256545814	0.000566752080945787	0
Mix_12	0.000523596235739443	0.00144355081985987	0.00155490368417131	0.000899291275626859	0.00105843875462224	0.000940263763683153
Mix_13	0.000894179449886851	0.000145888446333126	0	0.000134581384604463	0	0
Mix_14	0	0.000896683275855272	0.000654706929944132	4.75513362765764e-05	0.000140227499410766	0
Mix_15	0.000434966060205528	0.00106450189239576	0.000668667604634236	0.000559044336385656	0.000620497049235277	0
Mix_16	0.000827718652050462	0.00048610030814956	0	0.000401377257790091	0.00039932953012549	0
Mix_17	0.000284057781777396	0.000713458248472282	0.000181560162165321	0.00029327125827029	0.000364686765409598	0
Mix_18	0.000674988690227449	0.00125519110310178	0.000826403630125938	0.000818917490315616	0.000868481083168593	0
Mix_19	0.000612727160692667	0.000841228697203521	0.000750480301616071	0.000593984149939041	0.000702442410340422	0.000794655894226252
Mix_20	0.00124513700683219	0.000475831567882115	4.27571256801199e-05	0.000551249807859045	0.000468917296440137	0.000318134056711891
Mix_21	0.00135448027469583	0.000410006278422771	0	0.000640253738367712	0.000613777143255984	0.00164732261835535
Mix_22	0.000890752160381349	0.000876908913766598	0.000739194183543719	0.000787765715470409	0.000925025267588948	0.00238220619610073
Mix_23	0.00151950391680394	0.00053027678961682	0.000179884837130937	0.000587281144770325	0.000306213506664803	0
Mix_24	5.13055241641218e-05	0.00109084309711665	0.000427080740253423	0.000572699496214209	0.000922485340809462	0
Mix_25	0.00066980384676596	0.000208675369341115	0	6.2227515241348e-05	0	0
Mix_26	0.000453043647138122	0.000491109523280912	0	0.000218363523539956	0.000251314172926374	0
Mix_27	0.000873245810073675	0	0	0.000121099098878865	0.000185455086123623	0
Mix_28	0.0012040480891588	0.000846395543686689	0.000632012529908729	0.000800634563662248	0.000766152316698437	0.00143641876985481
Mix_29	0.000603378163478826	0.00027531131573619	0	0.000153969495605286	0.000122145542256449	0
Mix_30	0	0.000453576265266321	0.00016934747395148	0	0	0
Mix_31	0.000870048970378091	0.000561941514751281	7.36515550529998e-05	0.000424230784678079	0.000366101359215881	0
Mix_32	0.000738021713665019	0.001013567973775	0.000486411381763988	0.000751347564247705	0.000853055604995591	0
Mix_33	0.000406431653019145	0.00101201140755187	0.000564921885842479	0.000601765031420933	0.000779429999107698	0
Mix_34	0.0015072577139685	0.000497654440975895	0.000337668045791265	0.000754501139067083	0.000668134164228627	0.00356675023603082
Mix_35	0.000638728829576686	0.00116831375142023	0.00115836424623188	0.000590000873023022	0.000459481845083001	0
Mix_36	0.000657596840718814	0.00056515518273301	0.000180114584411428	0.000316187286190139	0.000256679615528754	0
Mix_37	1.45060582502087e-05	0.000876188425880843	0.00080204790195202	0.000270688175565392	0.000341887679351041	0
Mix_38	0.000565095012011848	0.00150990350718174	0.00154752479521094	0.000952854629479553	0.00108273841178249	0.000336335050854441
Mix_39	0.00197281315928527	0.00028822299975667	0	0.000838527056503841	0.000703943153252531	0.0036746310368712
Mix_40	0.000231300539982087	0.000466748429586817	0.000278385459155415	4.85154003618314e-05	0	0
Mix_41	0.000636853701746003	0.00122349110317397	0.00150277518540451	0.00063534869254173	0.000497648823451585	0
Mix_42	0.000431561061062684	0.000271441663920108	0	0.00013036591368484	0.000178207480718258	0
Mix_43	0.00109628755702449	0.000321143832589025	3.11007794801603e-05	0.000380870299423637	0.000259187870896829	0.000204725592420736
Mix_44	0.000811473604731205	0.00167520562493835	0.00205675367636847	0.0010751347338292	0.00106480733066067	0.00145786766103616
Mix_45	0.000275470909811911	0.000427189029784217	0	0.000206403989783373	0.000376871151758289	0
Mix_46	0.000647942604108881	0	0	8.84682397798842e-05	0.000160703350222341	0
Mix_47	0.00117720682849578	0.000638867755494798	0.0004613101965354	0.000691631300816273	0.000638823995913867	0.00180116771220748
Mix_48	0.000825715404271362	0.000776338117470182	0.00047267647519161	0.000487166515568285	0.000387043066061934	0
Mix_49	0	0.00137693583530809	0.001575729693338	0.000390297656122749	0.000347197315042363	0
Mix_50	0.00011982903505408	0.000442491498987533	0	0.000191596756082627	0.000426431076157067	0
Mix_51	0.000937580559969365	0.000791872002918169	0.000388739280154911	0.000576545538327575	0.000516139751591538	0
Mix_52	0	0.000737665490626011	0.00031704371138397	0.000114425456298789	0.00034469723284726	0
Mix_53	0.000974043038529523	0.000411089090558945	0	0.000482485601247191	0.000519524266564374	0.000146409875351278
Mix_54	0.000860799501565782	0.00168794025556436	0.00264099747290694	0.00110995760536613	0.000995546772120084	0.00374675614277794
Mix_55	0	0.00127335035206365	0.00142738592931456	0.000408198060959794	0.000498399125815307	0
Mix_56	0.000250987257477649	0.000416948639224809	0	0.000233558115567432	0.000449009716737741	0
Mix_57	0.000105872798291537	0.00263421434073655	0.00374480337191045	0.00124110484627542	0.00119424674081334	0
Mix_58	0.000288422716874256	0.000958644123390948	0.000511761126747745	0.000465830252059847	0.000552487382757733	0
Mix_59	0	0.00117044063997635	0.00155781902763122	0.000278270786594863	0.000267202560838581	0
Mix_60	0.000337659524835736	0	0	0	0	0
Mix_61	0.00118669564673091	0.000275473887024374	2.29245909660006e-05	0.000342231289793566	0.000122182028917608	0
Mix_62	0.000789956675277373	0.000256610859739111	0.000114819277916667	2.29922648950307e-05	0	0
Mix_63	0.0006552928436985	0.00169122524453522	0.00240417906649383	0.00103823859502272	0.00102679786646591	0.00249748078325483
Mix_64	0.00131169638748551	0.000373896334111536	2.34787142638359e-07	0.00063563840260173	0.000641700286053554	0.00249992714707207
Mix_65	0.0010622946092216	0.000432867498163374	0	0.000514786291751999	0.000526917716743654	0.000457263335254989
Mix_66	0.000548483450573532	0.00059690226163136	0.000219629452301701	0.000235837903825877	0.000122315324838692	0
Mix_67	0.00219460821245086	0.000338259094769938	0.000157783559441457	0.00080556522920089	0.000434038988379861	0.00355980127284255
Mix_68	0.000388434264646325	0.000358346417554692	0	0.00024097158461536	0.000414780963314512	0
Mix_69	0.000969110246390453	7.67249866073855e-05	0	0.000116888194941813	0	0
Mix_70	0.000347525575830827	0.000569776005770078	0	0.000302816777396031	0.000454205232437163	0
Mix_71	0.000188470163699434	0.000485101927818435	0.000200098567169496	8.7004126778763e-05	0.000104553592789097	0
Mix_72	0.00110867544027417	0.00100525029825899	0.000474450473942058	0.000971577888326935	0.00112014962215195	0.00122276415636118
Mix_73	0	0.00136749738933962	0.00155951759961291	0.000396598660491626	0.0004738816448852	0
Mix_74	0.00137298416322562	0.000407875652261224	0.000310724813448476	0.000488744106526164	0.000239463764679265	0.0010131696300752
Mix_75	0.000312736883471082	0.00140371868597651	0.00173109007007252	0.0005402340963035	0.000385678811465637	0
Mix_76	4.1360143742863e-05	0.000936684407435382	0.00101201287863949	0.000213517250942888	0.000127913936911012	0
Mix_77	0.00137621230791938	0.0013792045533976	0.00153737307065819	0.00116014676327969	0.00110034074949196	0.00306781246605957
Mix_78	0	0.00105065941891041	0.000763372839102484	0.000153457926695643	0.000286911871336474	0
Mix_79	0.000274375297148224	0.001849843499717	0.00291577384011727	0.000872894889981422	0.000768517868858252	0.00119367613810707
Mix_80	0.000920210668024633	0.00124340243256219	0.00106521560482633	0.000840694955591567	0.000780308760985586	0
Mix_81	0.000643517755622516	0.000653148001415071	0.000502741363229639	0.000399687638363758	0.000378572838223511	0
Mix_82	4.96637983420125e-05	0.000383111060885716	0	0	0	0
Mix_83	0.00107913319410554	0.000467176741844183	0.000179483340366996	0.000420261916365611	0.000278120757571394	0
Mix_84	0.000676203712130539	0.000537342445007483	0	0.000423636281140931	0.000515201839892002	0
Mix_85	0.000264998829530464	0.00103496390452555	0.00100021837604994	0.000336844150144491	0.000228736004984274	0
Mix_86	0.000406757435382934	0.00078010056669582	0.000739374020583678	0.000401311329553349	0.000452333266053857	0
Mix_87	0.00220442667561248	2.72407720927737e-05	0	0.000553341034666272	8.81492505048171e-05	0.00267214975563705
Mix_88	0.000741833265623408	0.00020333025772356	0	0.00022298361512287	0.000239567009230542	0
Mix_89	0.000517194187014451	0.00171328130137937	0.00204779540937451	0.0010873937769377	0.0012654385552772	0.0020123102148713
Mix_90	0.000317271845247219	0.0014394617267879	0.00212126047004381	0.00048737145904019	0.000193140301740684	0
Mix_91	0.00153767727018283	0.000177619098948484	0	0.000325771900014249	0	0
Mix_92	0.00110952687890181	0.0013644667570766	0.00178050992154772	0.00087663099451053	0.000614593930203406	0.000612605462932623
Mix_93	0.00101901398005583	0.000931722415825945	0.000292186905067913	0.00090203962829331	0.00107708714201306	0.000459986413634556
Mix_94	0.000968083294094088	0.000213725040872751	0	0.000276648536501807	0.000200070175324007	0
Mix_95	0.000769346165579174	0.00158673301782604	0.0017296245499387	0.000894958092241715	0.000772791411907108	0
Mix_96	0.000200575189168527	0.00107357292529895	0.000647293874503677	0.00051259877121373	0.000674285110300679	0
Mix_97	0.00114773655788541	0.000659533167861001	0.000615214166405615	0.000588632766049568	0.00045617337928207	0.001126891415403
Mix_98	0.00257935777142883	0.000103382821814361	0	0.0011077397736984	0.000947581401873141	0.00735127439681352
Mix_99	0	0.00160213536200537	0.00127122043970129	0.000647079029819209	0.000858623181829971	0
Mix_100	0.00185891423742109	0.00132966192304975	0.00159649542540894	0.00131714526265947	0.00112804186136444	0.00471376467101497
